EntryID,taxonomyID,taxon_name,umap_x,umap_y,kmeans_cluster
Q9FVQ6,3702,A. thaliana,-3.4147139,0.68094885,9
Q9FLH5,3702,A. thaliana,-5.2938232,-4.8607163,2
Q6NLQ7,3702,A. thaliana,6.6780334,-2.4382763,10
Q9FK81,3702,A. thaliana,1.4696279,-0.39465892,16
Q9ZUI9,3702,A. thaliana,-0.9572495,1.8447185,14
Q93Z13,3702,A. thaliana,0.116558924,-4.5677404,4
Q9SLG3,3702,A. thaliana,3.7762487,2.4785786,2
Q9SU17,3702,A. thaliana,-1.2834609,0.6105005,0
O81852,3702,A. thaliana,2.8985703,-0.5456459,9
Q8LPT3,3702,A. thaliana,3.3467095,-0.2890234,16
Q9FH18,3702,A. thaliana,-1.6528188,-3.652953,10
Q1ECE0,3702,A. thaliana,0.44418976,-0.24104539,2
O22870,3702,A. thaliana,1.2772546,-0.24724294,16
Q8L866,3702,A. thaliana,2.7226686,-0.9398814,3
F4K217,3702,A. thaliana,6.7178497,-2.4214458,12
Q8GYJ9,3702,A. thaliana,2.3338842,-1.1730701,13
Q9C977,3702,A. thaliana,1.6769084,-4.558819,4
O81791,3702,A. thaliana,3.3131104,-2.8889608,18
Q9S7W5,3702,A. thaliana,-3.6797493,-3.3430765,10
O04351,3702,A. thaliana,0.17654793,-3.233392,15
Q94BR1,3702,A. thaliana,-0.14139517,4.293624,9
Q9LMI1,3702,A. thaliana,0.55985105,-1.9908321,8
Q93V88,3702,A. thaliana,1.5492067,-1.946765,2
Q9ZPY9,3702,A. thaliana,-1.8314487,1.5132253,14
Q9SJG8,3702,A. thaliana,3.0016944,5.651715,12
Q9LIA2,3702,A. thaliana,-1.9681754,-4.587994,12
Q9C776,3702,A. thaliana,0.33824176,1.3563253,16
O82264,3702,A. thaliana,-0.4804403,2.120141,0
O49196,3702,A. thaliana,-3.1937106,-5.336196,19
Q8LPS6,3702,A. thaliana,-2.558148,0.5145483,18
Q9C9V9,3702,A. thaliana,-0.9754717,-1.4776176,9
Q9SR43,3702,A. thaliana,-0.58394665,-2.131303,8
Q9ZP06,3702,A. thaliana,4.510761,-1.2151196,1
Q0WT31,3702,A. thaliana,-0.7023256,-1.1694359,8
F4HXH4,3702,A. thaliana,1.6407163,-3.8032775,12
O04291,3702,A. thaliana,-3.6295846,-0.105042085,16
F4K1Z0,3702,A. thaliana,1.5062993,-0.7595183,8
O81097,3702,A. thaliana,2.1998599,-1.0645441,16
O80475,3702,A. thaliana,-1.4218601,-2.1361773,10
F4J264,3702,A. thaliana,-1.0721729,0.95964557,0
Q9LTJ5,3702,A. thaliana,3.3219817,-2.5442114,13
Q9LUC5,3702,A. thaliana,-3.117442,1.5583237,2
Q8VXZ0,3702,A. thaliana,-0.4047,1.3015556,0
O49608,3702,A. thaliana,-3.8857777,-0.3393078,9
Q84VQ3,3702,A. thaliana,2.307584,-0.8077803,3
Q9FI70,3702,A. thaliana,-1.2976354,-0.50638473,6
F4I4E1,3702,A. thaliana,-4.2415576,-3.652387,8
Q6NQK9,3702,A. thaliana,4.0417905,-0.721939,16
Q9LF34,3702,A. thaliana,-2.1855233,-1.2858202,16
P52032,3702,A. thaliana,2.9085991,0.21479984,16
Q8GZM7,3702,A. thaliana,1.2225943,-2.8859336,8
Q9FIJ4,3702,A. thaliana,1.6563635,-1.8208656,2
Q8RX77,3702,A. thaliana,0.4262578,-3.5219996,15
Q9M1W4,3702,A. thaliana,-0.88843036,1.0830165,0
Q9SLE4,3702,A. thaliana,8.590184,-6.202283,17
Q1PDG8,3702,A. thaliana,-3.2391603,-1.3320841,12
Q8GW29,3702,A. thaliana,3.2907615,-1.1361209,3
Q9M841,3702,A. thaliana,0.5287929,-5.828084,11
Q9FGH3,3702,A. thaliana,4.117943,-1.4144521,1
O80632,3702,A. thaliana,4.4557824,-2.1746721,1
Q9SF09,3702,A. thaliana,1.4298229,0.6045217,3
Q9M0V1,3702,A. thaliana,0.5042651,-5.8442545,11
Q9FI19,3702,A. thaliana,-1.7120506,5.496757,9
O24598,3702,A. thaliana,-3.1634555,-5.3283734,4
F4IMB5,3702,A. thaliana,1.2522616,-2.807738,2
Q6NQM0,3702,A. thaliana,-2.8126144,-1.4191631,2
Q9LZJ8,3702,A. thaliana,-3.0432296,-0.45804918,19
Q1JPL7,3702,A. thaliana,-1.8707253,-0.2983581,18
Q9LK28,3702,A. thaliana,2.364009,-6.511413,6
O64798,3702,A. thaliana,0.8154995,-1.4564811,13
A4GSN8,3702,A. thaliana,-1.2606927,-1.5468338,19
Q9M0D2,3702,A. thaliana,2.800555,-2.6341186,15
Q7XA87,3702,A. thaliana,4.7320075,-2.0538251,1
A8MRD9,3702,A. thaliana,-3.064414,-0.3793862,8
O23722,3702,A. thaliana,0.17835741,-4.0490727,4
P43288,3702,A. thaliana,3.0652685,0.6845784,9
Q84ME1,3702,A. thaliana,-6.273041,3.1475096,7
P29381,3702,A. thaliana,-5.327691,-4.8897767,8
Q9SZP6,3702,A. thaliana,-3.3552167,0.8948204,6
F4K8Y4,3702,A. thaliana,0.5644292,-1.5631207,2
Q9SUN5,3702,A. thaliana,-2.1138625,-1.120035,18
Q9FM64,3702,A. thaliana,0.91884255,-3.1274686,8
Q9SXE1,3702,A. thaliana,-3.596712,-0.29881126,8
Q9FLZ5,3702,A. thaliana,-2.6882205,-0.2534783,19
Q9LP46,3702,A. thaliana,-1.3868407,-0.50870603,9
Q9FT70,3702,A. thaliana,0.6952353,-3.3702083,15
Q93YQ3,3702,A. thaliana,-2.645705,1.7512506,6
Q9LFN1,3702,A. thaliana,-0.55315906,-2.5618849,2
O64490,3702,A. thaliana,0.11456132,-4.5160365,4
O48848,3702,A. thaliana,-2.636899,-2.2038574,13
Q9M120,3702,A. thaliana,-1.2654593,0.03138613,18
P42825,3702,A. thaliana,-4.093186,-3.711592,12
Q9M0Y5,3702,A. thaliana,-0.716667,2.0444663,14
Q7XXN8,3702,A. thaliana,-3.250941,-3.5406237,19
F4JUL8,3702,A. thaliana,2.441083,0.20863432,19
Q9S851,3702,A. thaliana,-3.6575384,-4.0068307,12
Q9CAL3,3702,A. thaliana,0.64883655,-4.0862412,15
Q9FKW8,3702,A. thaliana,1.7822081,-2.8685079,8
Q9LG02,3702,A. thaliana,3.8005118,-0.9528435,3
Q94AR8,3702,A. thaliana,-3.4445007,-3.6557188,12
Q6NLH0,3702,A. thaliana,-0.8694783,2.0547981,5
Q9XFK7,3702,A. thaliana,-1.1643987,-5.681936,16
O80396,3702,A. thaliana,0.13665831,-1.4874158,2
Q8LPG9,3702,A. thaliana,4.3373084,0.82385635,8
Q9LV37,3702,A. thaliana,-2.2181718,-1.9098074,19
Q9SAV3,3702,A. thaliana,0.70181805,-2.3897085,2
Q9ZQB9,3702,A. thaliana,-1.6049024,-0.9573625,19
A0A178WAA1,3702,A. thaliana,-1.7500675,-4.6792827,10
P49677,3702,A. thaliana,-3.969806,-3.4178245,8
Q66WT5,3702,A. thaliana,1.206116,-1.3115845,13
Q9C8J8,3702,A. thaliana,2.9430468,-1.4181495,8
Q8GXB3,3702,A. thaliana,-0.48952186,1.0817991,18
Q8VYT1,3702,A. thaliana,1.467862,-2.3361657,2
Q9ZQI2,3702,A. thaliana,0.48412308,1.1566886,3
Q8LF28,3702,A. thaliana,1.8130441,1.2962346,9
Q39191,3702,A. thaliana,-0.23107821,-3.3117867,12
Q9LUJ9,3702,A. thaliana,-0.11286703,0.09893223,19
P17597,3702,A. thaliana,4.884263,1.3819126,7
Q38837,3702,A. thaliana,-5.319942,-4.8833523,8
O22958,3702,A. thaliana,1.045433,-0.22723547,18
Q9T081,3702,A. thaliana,-1.0935253,-1.236437,18
Q9LNE4,3702,A. thaliana,-1.5936395,5.1703296,0
Q9M9B9,3702,A. thaliana,-0.64331985,-1.9602951,9
F4HWE6,3702,A. thaliana,2.8483124,-1.6158998,16
Q9LM88,3702,A. thaliana,-2.016576,-2.4564345,13
Q39254,3702,A. thaliana,3.2530863,-1.728192,8
P42813,3702,A. thaliana,-3.4423723,-0.054176904,16
Q9ZQQ0,3702,A. thaliana,1.1293602,-0.3334859,13
Q8H1N6,3702,A. thaliana,-0.33622995,-1.6100721,8
Q9FJR1,3702,A. thaliana,-2.059018,-3.6049194,10
Q8GYQ5,3702,A. thaliana,-5.7153783,7.788895,2
O65693,3702,A. thaliana,0.030674731,0.94903857,0
Q9M9B3,3702,A. thaliana,-1.3055658,1.983411,14
Q8W4Q5,3702,A. thaliana,-0.29223287,4.214914,7
O81153,3702,A. thaliana,-1.0579466,2.5577006,5
Q9C843,3702,A. thaliana,-3.5022893,-3.7911782,12
O64806,3702,A. thaliana,-1.5898535,-3.653043,8
Q9C968,3702,A. thaliana,1.3869424,-1.954347,8
Q94K78,3702,A. thaliana,0.6279791,0.15973401,2
O22822,3702,A. thaliana,-0.2206772,-0.8412364,16
O80932,3702,A. thaliana,-4.717355,-0.8160258,13
O23413,3702,A. thaliana,0.54900306,1.140027,9
Q9FHQ6,3702,A. thaliana,-1.1698608,-3.5000062,12
C0LGH8,3702,A. thaliana,4.4156384,0.9471957,8
Q8W569,3702,A. thaliana,-1.432192,0.91888314,0
O82768,3702,A. thaliana,-2.942384,-2.3576114,13
P24101,3702,A. thaliana,0.5967542,-4.792121,4
Q9LJR2,3702,A. thaliana,1.3021427,-1.2909745,3
Q96243,3702,A. thaliana,-0.48267302,-1.9354713,8
Q9SQY0,3702,A. thaliana,4.0740056,-1.6455526,1
O80698,3702,A. thaliana,-3.3469396,-3.6446767,12
P51568,3702,A. thaliana,2.406613,-2.3329844,8
Q8VZ21,3702,A. thaliana,1.8096017,12.345244,9
Q9XGM1,3702,A. thaliana,-0.11657019,-0.046823993,16
Q9M277,3702,A. thaliana,-0.043368395,-3.5339484,9
B3H5J1,3702,A. thaliana,-3.454342,-3.144396,12
Q8S4F6,3702,A. thaliana,-1.4450264,2.5628886,14
Q9LTC4,3702,A. thaliana,-0.2735252,-1.0559812,9
Q6NLD5,3702,A. thaliana,-3.697703,-4.0664053,12
Q9SQZ1,3702,A. thaliana,-0.40982404,1.1946837,0
Q9SH93,3702,A. thaliana,-3.8448844,-3.2168846,13
Q9SV30,3702,A. thaliana,-0.06868787,-4.6025243,4
Q5KS41,3702,A. thaliana,1.2972,1.2668128,3
F4IPB2,3702,A. thaliana,2.1503158,-1.1892209,9
Q9MAQ0,3702,A. thaliana,1.8751074,1.3945252,2
Q56XQ0,3702,A. thaliana,-1.6367258,-1.0712258,10
Q9M3D1,3702,A. thaliana,1.7971419,-1.9196085,8
A0A178WMH3,3702,A. thaliana,1.1893358,-1.1095005,3
Q9M817,3702,A. thaliana,4.3747954,-2.2329826,1
P36428,3702,A. thaliana,-1.4351634,1.0768291,0
P60129,3702,A. thaliana,1.3004715,0.58204496,2
Q9ZNV5,3702,A. thaliana,-1.1583606,-5.68434,3
Q8LB65,3702,A. thaliana,1.361706,-0.5173527,8
A0A178V0E5,3702,A. thaliana,-3.5298986,-3.7489178,12
Q9LQZ2,3702,A. thaliana,-3.6960285,-4.041317,12
Q9LXX5,3702,A. thaliana,1.2582278,-0.24482182,18
Q8LE06,3702,A. thaliana,-3.41155,-3.114794,12
Q1G3G9,3702,A. thaliana,0.12586445,-4.58658,4
Q9SRX5,3702,A. thaliana,-4.2227597,-0.9300642,3
P82873,3702,A. thaliana,0.66638833,-2.1776066,2
O03986,3702,A. thaliana,1.2013621,1.5177763,1
Q9FJB8,3702,A. thaliana,-0.944353,0.9139527,0
P11829,3702,A. thaliana,1.8024831,-0.6005689,2
Q9LM84,3702,A. thaliana,-3.5131624,-3.3719118,13
O80983,3702,A. thaliana,0.92168987,-3.0800867,12
Q93ZV1,3702,A. thaliana,2.0574477,-1.6369293,8
Q9ZT71,3702,A. thaliana,-3.99808,-0.33782393,3
Q9LYR4,3702,A. thaliana,-1.5551643,2.844299,5
Q9SN51,3702,A. thaliana,2.1796281,-0.45043,9
Q940U6,3702,A. thaliana,0.011836315,-3.5697763,15
Q93ZB7,3702,A. thaliana,-0.23317614,-0.8654803,9
Q9SN27,3702,A. thaliana,-0.24663585,-3.657047,12
Q9LSY7,3702,A. thaliana,-0.9437326,-2.1765044,19
Q9FKZ2,3702,A. thaliana,-2.4130046,1.5593568,9
Q6NQ99,3702,A. thaliana,4.3210835,-2.0372965,1
Q94CK4,3702,A. thaliana,3.0996513,-2.3186374,3
Q67ZM4,3702,A. thaliana,1.7953161,-0.9456258,3
Q9FVT9,3702,A. thaliana,0.5132112,-0.56190795,0
F4I1S8,3702,A. thaliana,1.1554875,-2.495816,2
P19172,3702,A. thaliana,-2.0543108,-2.2766078,13
Q7Y217,3702,A. thaliana,-0.3010348,-2.9427543,2
Q8L5A7,3702,A. thaliana,-3.0968144,2.5285614,7
O64635,3702,A. thaliana,-1.1427611,-3.5760891,4
Q9CA28,3702,A. thaliana,-1.713632,11.995858,17
P49077,3702,A. thaliana,-1.500743,-1.4150693,19
Q9FMD9,3702,A. thaliana,-2.371658,-5.334116,10
P34881,3702,A. thaliana,1.1088091,-1.103133,19
Q682T9,3702,A. thaliana,-11.959868,-0.69919217,17
Q9FJY5,3702,A. thaliana,-3.745105,-0.7643157,16
Q8RWZ7,3702,A. thaliana,-4.625595,-1.01347,13
Q9FJZ7,3702,A. thaliana,1.3127453,-1.7176294,2
Q9C525,3702,A. thaliana,2.8280542,-0.739074,3
Q9SRX7,3702,A. thaliana,3.833303,2.3726506,3
Q84MC2,3702,A. thaliana,3.0804093,-1.0812756,3
F4HQM3,3702,A. thaliana,1.1037284,1.0490915,9
Q9ZSI1,3702,A. thaliana,-4.6790724,-0.79429317,8
Q9ZQH0,3702,A. thaliana,1.9709026,-1.6469606,3
Q8LG21,3702,A. thaliana,1.144514,-0.326838,13
F4ILF8,3702,A. thaliana,-1.8319358,0.434552,18
O04492,3702,A. thaliana,-1.6199154,1.191239,14
Q8H1D3,3702,A. thaliana,-1.8952215,-2.751844,19
Q9LQV4,3702,A. thaliana,2.91729,-2.107903,3
F4K6X0,3702,A. thaliana,1.1678567,-0.229478,3
F4IGM0,3702,A. thaliana,1.6519468,-1.6112633,12
Q9LNN7,3702,A. thaliana,-3.219211,-1.0650887,12
F4J2Z0,3702,A. thaliana,-4.842076,-0.8224328,13
Q8VZ08,3702,A. thaliana,-1.5430732,0.91599536,18
Q9FFD9,3702,A. thaliana,-2.8387833,-0.6262207,12
Q9SY07,3702,A. thaliana,-2.7339165,0.41002193,12
Q8LBQ7,3702,A. thaliana,-2.1426713,-2.8252997,1
Q8RWN3,3702,A. thaliana,-0.8315929,-1.4220523,8
Q93VK8,3702,A. thaliana,-3.4271376,-3.2233884,12
Q9M3B8,3702,A. thaliana,0.027469957,-3.1061256,15
Q8VYK7,3702,A. thaliana,0.58330286,-1.5950811,3
Q9MAH0,3702,A. thaliana,3.4096315,-0.60899055,16
Q501F7,3702,A. thaliana,-0.26744053,-0.019556599,0
O04541,3702,A. thaliana,-3.1506062,-3.267022,8
Q8VZI9,3702,A. thaliana,-3.6168528,-3.387253,9
F4KFB3,3702,A. thaliana,-0.8930945,-3.3348215,10
Q0WSL5,3702,A. thaliana,-3.2016242,-0.94783807,8
Q9FDX9,3702,A. thaliana,-0.86729336,-1.9111117,2
Q9SZH0,3702,A. thaliana,0.88043934,-2.02322,3
Q9LSP5,3702,A. thaliana,0.035500713,-1.3467691,9
Q96299,3702,A. thaliana,2.5893688,4.26633,3
A8R7K9,3702,A. thaliana,2.8038483,-0.6732961,16
Q9ZWA8,3702,A. thaliana,-4.337431,-1.7503314,3
Q9SL48,3702,A. thaliana,-1.0355127,-0.86155707,16
Q9SRP6,3702,A. thaliana,-2.758491,0.15859692,16
O49623,3702,A. thaliana,-0.7564802,2.3509655,5
Q8VY69,3702,A. thaliana,0.41001716,3.358987,8
Q9ZW22,3702,A. thaliana,0.36339083,-5.4605093,4
Q8LPF1,3702,A. thaliana,-0.34910402,-0.90041685,16
Q8L716,3702,A. thaliana,2.4143965,-0.50684255,16
Q8L7N0,3702,A. thaliana,-2.911392,-2.3957672,13
Q93Z81,3702,A. thaliana,1.8081658,12.3392315,17
Q9M8R4,3702,A. thaliana,1.1519383,-1.9400597,8
Q9LJ45,3702,A. thaliana,2.0233488,-4.1556716,16
Q9LMT6,3702,A. thaliana,-2.1834388,-3.6578112,10
O48847,3702,A. thaliana,1.7758117,-4.4057593,12
Q9M9M3,3702,A. thaliana,-3.1806393,-1.4192032,12
Q9FIW1,3702,A. thaliana,-3.3708627,-3.0577166,4
Q8GXN2,3702,A. thaliana,2.8544254,-1.4649153,2
F4JP48,3702,A. thaliana,-1.7900614,-4.1368413,10
Q9M150,3702,A. thaliana,-1.1094408,-2.553998,19
Q9ZW36,3702,A. thaliana,0.710837,-1.7024555,2
Q6DYB5,3702,A. thaliana,0.8121341,-4.4775147,4
Q93ZG3,3702,A. thaliana,1.7933571,-1.8548586,2
Q9ZSK2,3702,A. thaliana,1.7119435,-0.980846,3
P0C7R1,3702,A. thaliana,0.24779105,-5.1077256,4
Q93YS8,3702,A. thaliana,3.9759443,-2.4232996,8
Q9LSC2,3702,A. thaliana,3.848945,2.756381,16
Q9C9M1,3702,A. thaliana,-1.3550003,-0.031429693,18
Q9LVQ8,3702,A. thaliana,-6.207589,3.1003647,7
Q9LNC5,3702,A. thaliana,0.68072546,-3.6769502,15
Q9FJV5,3702,A. thaliana,-1.0394263,2.131454,14
P93828,3702,A. thaliana,2.411556,0.13614829,16
Q5XF06,3702,A. thaliana,1.8670187,-3.329776,12
O82785,3702,A. thaliana,-1.1249611,1.2544537,0
Q9SJX7,3702,A. thaliana,2.6449804,-0.35506445,3
Q9FX34,3702,A. thaliana,-6.9970264,-7.5862255,3
Q4PT02,3702,A. thaliana,1.3273609,0.5590339,2
Q9LZF2,3702,A. thaliana,1.5008415,-0.4358007,3
Q93ZR1,3702,A. thaliana,-6.168169,3.0436985,9
Q8RWW0,3702,A. thaliana,4.06183,-2.1461208,1
Q9M2D2,3702,A. thaliana,-0.07354195,-1.8846722,8
Q9C9H8,3702,A. thaliana,-3.353624,0.1352615,6
O48832,3702,A. thaliana,-1.1957314,1.1009272,0
O22711,3702,A. thaliana,3.1178827,0.3788494,0
F4IDQ5,3702,A. thaliana,-1.9111121,-2.229039,13
Q5HZ38,3702,A. thaliana,-1.1816272,-0.4865451,16
Q8GWD0,3702,A. thaliana,1.6758337,-2.691939,8
P42761,3702,A. thaliana,4.5937037,-8.034095,9
Q9ZU51,3702,A. thaliana,-0.25352544,-3.6295865,12
Q9T080,3702,A. thaliana,1.0815357,-1.5463059,8
P42643,3702,A. thaliana,-1.496484,1.4772574,14
Q9SGD2,3702,A. thaliana,-3.1634948,-0.25922638,8
Q56X52,3702,A. thaliana,0.30770838,3.3102255,8
F4JGZ1,3702,A. thaliana,-1.5568831,1.5742437,14
O49292,3702,A. thaliana,1.5168016,-0.8130176,2
Q93ZN3,3702,A. thaliana,0.41049033,-5.3923144,4
Q9ZPQ3,3702,A. thaliana,-0.6443667,-0.21110255,6
Q9T0J6,3702,A. thaliana,1.9427987,-3.4252312,12
F4KCU5,3702,A. thaliana,-5.311539,-4.8775744,12
Q9FH90,3702,A. thaliana,-0.82345754,-4.3081713,12
Q9FJF1,3702,A. thaliana,-1.7989854,11.960785,17
Q9LZY2,3702,A. thaliana,1.2489839,-0.2692699,3
Q940I2,3702,A. thaliana,0.46152702,-2.6719315,2
Q9C8U5,3702,A. thaliana,0.53573996,-1.4549562,9
Q9CAT4,3702,A. thaliana,-1.2493428,0.12726104,18
Q9FN26,3702,A. thaliana,0.42776078,-4.634746,4
Q9LJ95,3702,A. thaliana,-0.49618503,-2.7202594,13
Q9FUJ1,3702,A. thaliana,0.5324176,-0.15269555,9
Q9SJJ0,3702,A. thaliana,-3.4570372,-3.7632923,12
O82782,3702,A. thaliana,3.6987522,-0.81592256,18
Q93ZJ3,3702,A. thaliana,0.9461551,-0.0036091297,13
Q8W456,3702,A. thaliana,2.1554656,-1.8259488,3
Q9C5P4,3702,A. thaliana,-0.35547403,-1.2937944,9
Q9LZK5,3702,A. thaliana,2.6041896,-0.8904771,3
Q9MAB6,3702,A. thaliana,2.6009924,-1.2473811,3
Q9SQR2,3702,A. thaliana,0.37485844,-6.0681367,11
Q9C5H5,3702,A. thaliana,0.25827262,-2.8010988,12
P25818,3702,A. thaliana,6.880684,-8.676253,16
P49209,3702,A. thaliana,4.266564,2.251407,2
O64654,3702,A. thaliana,3.2078474,-1.0627824,3
Q9LYK6,3702,A. thaliana,0.10558881,-6.4435115,6
O80690,3702,A. thaliana,-0.9303432,-3.5693378,4
A0A178UG69,3702,A. thaliana,4.3006425,-1.3707414,1
Q9C6Z3,3702,A. thaliana,-1.3030702,0.88844764,18
Q93ZJ9,3702,A. thaliana,3.083517,-0.5412809,3
Q9STH2,3702,A. thaliana,-4.0827026,-1.9621351,9
Q9LV90,3702,A. thaliana,-3.6238458,-0.49885798,8
Q9FHF1,3702,A. thaliana,-1.4196513,-1.086049,19
Q9C641,3702,A. thaliana,-0.91330355,-4.308256,10
Q2V2S7,3702,A. thaliana,1.2345626,-0.36993507,2
Q9LYL6,3702,A. thaliana,4.9246607,-6.783296,3
F4I901,3702,A. thaliana,0.8602781,-3.1047406,8
F4JXE3,3702,A. thaliana,-2.5223017,-2.391409,13
P30187,3702,A. thaliana,-1.7743994,5.5839553,8
F4K2L8,3702,A. thaliana,-1.9603546,-1.3411336,19
Q9FRI0,3702,A. thaliana,-2.1073442,-4.909636,4
Q9SNB4,3702,A. thaliana,1.4026526,-3.2252529,12
Q9FNG5,3702,A. thaliana,1.2513194,-0.20114808,19
Q9S826,3702,A. thaliana,8.582131,0.7033742,19
P34047,3702,A. thaliana,1.824791,12.948634,17
F4IXH3,3702,A. thaliana,3.04348,-0.60903174,16
Q8VYD7,3702,A. thaliana,1.2252359,-2.3168411,2
Q9LNL3,3702,A. thaliana,-3.7389064,-0.75729823,8
O82413,3702,A. thaliana,0.076680064,-4.553514,4
O80722,3702,A. thaliana,0.5387348,-1.393356,3
Q94A40,3702,A. thaliana,1.9128788,0.07045518,9
Q9FHF4,3702,A. thaliana,0.67109114,-1.580181,2
Q9LJG6,3702,A. thaliana,-2.9314868,-3.4992313,12
O49627,3702,A. thaliana,2.7438426,-1.299143,3
Q9LT35,3702,A. thaliana,-1.3957946,-0.6749911,19
Q9SJH9,3702,A. thaliana,1.1430287,0.0401248,16
Q9SKW5,3702,A. thaliana,0.7037962,-3.1623697,15
F4JEI8,3702,A. thaliana,2.6762702,-0.8726121,3
P05466,3702,A. thaliana,2.9612393,-2.2980964,8
Q67Y01,3702,A. thaliana,-3.6358376,-3.3881073,9
Q9C9P3,3702,A. thaliana,-3.9721925,-4.0950093,12
Q9FIX1,3702,A. thaliana,1.1682361,-2.0725994,8
Q9LUB2,3702,A. thaliana,2.6177676,-0.7840969,3
Q9ZVA4,3702,A. thaliana,1.8065608,-4.6398377,4
Q9LU68,3702,A. thaliana,4.460768,-1.5522344,1
Q8LAD4,3702,A. thaliana,1.2410645,-0.34261718,13
Q9LUJ3,3702,A. thaliana,0.42842177,-6.065502,11
Q9ZNT1,3702,A. thaliana,-0.9759853,-2.7020397,2
O04173,3702,A. thaliana,-1.5142365,1.5774145,14
Q683K3,3702,A. thaliana,-0.7059014,-3.1830926,10
Q9ASV6,3702,A. thaliana,1.2951027,-0.2833999,13
Q9SVT4,3702,A. thaliana,-0.12561394,-1.3197309,8
Q9FWX7,3702,A. thaliana,-2.9906354,0.477025,8
Q9FHH2,3702,A. thaliana,-0.16561757,-2.0037978,8
Q9C778,3702,A. thaliana,2.3012247,-1.4183513,8
Q42547,3702,A. thaliana,4.3922353,-2.2084439,1
Q9C8Y4,3702,A. thaliana,-6.413185,3.2214496,7
Q9LYR2,3702,A. thaliana,-3.3197534,-3.1411674,19
Q93XX5,3702,A. thaliana,0.23020844,-3.3024387,2
Q9M3D2,3702,A. thaliana,3.9300106,2.4674807,3
Q945L0,3702,A. thaliana,-0.45642307,1.1935481,0
Q9FJ90,3702,A. thaliana,-3.687985,-4.0764704,12
A0MEB5,3702,A. thaliana,-7.2469954,4.703419,3
Q9SZE0,3702,A. thaliana,-3.275971,-3.5164871,12
Q0WVM4,3702,A. thaliana,-0.9815227,-1.6419017,19
Q9LRZ3,3702,A. thaliana,-1.3999668,2.0108202,14
Q93VC7,3702,A. thaliana,2.8566527,-0.77771556,3
Q9SV68,3702,A. thaliana,-1.8288165,-1.9691994,13
Q9SBJ1,3702,A. thaliana,1.682756,-3.1625667,12
Q9LRP2,3702,A. thaliana,0.43357283,-5.5529156,4
Q9SU81,3702,A. thaliana,0.22691424,-4.2261176,4
