EntryID,roothog_id,taxonomyID,umap_x,umap_y
A0A0K3AU72,792940,6239,9.364101,5.5388327
Q9UPY6,792940,9606,9.992495,4.965845
D9N008,792940,10090,9.607931,5.38999
M0R7E7,792940,10116,10.569943,5.754725
G3V9Q4,792940,10116,10.20333,6.015964
Q5AP71,792940,237561,10.436238,6.117487
Q6TJY3,792940,9913,10.287794,6.053415
P11717,792940,9606,8.950272,6.0861144
Q8TBA6,792940,9606,9.550974,4.790956
O14047,792940,284812,10.651807,6.103061
Q92734,792940,9606,9.433332,5.448367
A4FU91,792940,8355,9.7445135,5.1754694
X1WD79,792940,7955,9.729357,4.9517345
Q02750,792940,9606,10.564167,5.8880787
O43024,792940,284812,9.401564,5.335299
O08816,792940,10116,10.063289,5.036647
O74779,792940,284812,9.379987,5.3408494
Q5BJU7,792940,10116,9.88381,4.849835
Q03769,792940,559292,9.19892,5.5064178
F1MNP4,792940,9913,10.239767,6.030287
Q6P9Q6,792940,10090,9.687011,4.783946
Q9UU85,792940,284812,9.846171,5.688072
Q9P785,792940,284812,9.540079,5.4928946
Q9Y243,792940,9606,11.030658,5.383253
Q62598,792940,10116,9.425948,5.3666935
Q1MTN3,792940,284812,9.365324,5.3395853
F8W562,792940,7955,10.351885,6.022856
M0QXW7,792940,9606,10.471048,4.9195986
P97399,792940,10090,9.482684,5.391463
A1Z8P9,792940,7227,9.170218,5.1826205
Q01314,792940,9913,11.079744,5.2684484
P50552,792940,9606,9.853679,5.1259274
O43516,792940,9606,9.709668,5.216528
Q09904,792940,284812,9.399187,5.350805
Q9USR9,792940,284812,9.409124,5.3904862
K7EMR5,792940,9606,9.540024,4.7599196
Q9P7I2,792940,284812,10.63638,6.2355933
Q95S25,792940,7227,9.029289,5.3529277
Q7Z7M0,792940,9606,9.684928,4.7972527
Q9UJC3,792940,9606,9.620629,4.7414474
Q9VGF9,792940,7227,10.262114,6.094275
P68181,792940,10090,10.950837,5.657483
K7EJ48,792940,9606,9.603346,4.7234907
Q8N5G2,792940,9606,9.291178,5.125481
Q2QC85,792940,10116,10.366385,5.0264883
O01427,792940,6239,10.582332,6.2053666
A0A1D8PHU1,792940,237561,10.546759,6.143258
Q9ES74,792940,10090,10.76513,5.7898803
Q21443,792940,6239,9.041146,5.335062
O62602,792940,7227,10.725783,5.78225
Q7SXD7,792940,7955,9.457381,4.89193
Q92558,792940,9606,9.9427395,4.8797994
Q4X0V1,792940,330879,10.369545,6.143263
Q64303,792940,10116,10.021633,6.0811796
Q6NYX7,792940,7955,9.929607,5.187765
Q61036,792940,10090,9.859792,5.9898877
Q8CHG3,792940,10090,9.422333,4.863872
Q5B9A9,792940,227321,9.43802,5.370975
G5EDF7,792940,6239,10.713919,5.8720217
Q03141,792940,10090,10.099764,5.8858337
Q6P9Q4,792940,10090,9.77904,4.7617173
O00506,792940,9606,10.412223,5.980035
P60882,792940,10090,9.544965,4.7238903
Q9BXA7,792940,9606,10.621064,5.7130756
Q9VXN3,792940,7227,9.65489,4.7766747
Q24315,792940,7227,9.446734,5.465079
Q08379,792940,9606,9.686607,4.768885
Q7KZI7,792940,9606,10.029052,5.859193
Q7KPX5,792940,7227,10.580472,5.8296766
A0A1D8PJD1,792940,237561,8.984714,5.4035554
M0R302,792940,9606,9.67864,5.2394295
Q550H6,801484,44689,13.060344,-0.2794466
O76742,801484,7227,13.408392,-0.4366884
P35279,801484,10090,12.442798,-0.4956042
P23640,801484,10116,12.502021,-0.4068509
I7FN62,801484,6239,13.803863,-0.008660322
A8K5R1,801484,9606,12.778542,-0.13584544
P28185,801484,3702,13.719549,-0.10992959
P55258,801484,10090,13.244389,0.10985906
Q9R0M6,801484,10090,13.319911,-0.4345663
Q9FE79,801484,3702,13.6976,-0.10917743
E9PMJ1,801484,9606,12.890603,-0.05754295
O04157,801484,3702,13.325292,-0.41173908
O76901,801484,7227,12.620026,-0.24930364
P62820,801484,9606,13.293099,0.11479092
P20339,801484,9606,13.180954,-0.6166616
Q7ZW88,801484,7955,13.638257,-0.21168849
Q23146,801484,6239,13.399698,-0.48301956
Q9C9U7,801484,3702,12.81485,-0.1879698
Q95UJ0,801484,43137,13.217492,-0.48646337
Q9UL26,801484,9606,12.775293,-0.54722285
P25228,801484,7227,13.194692,-0.097649306
Q6PHN9,801484,10090,13.080985,0.11505695
X6RFL8,801484,9606,13.102088,0.027033558
O01577,801484,6239,13.785515,-0.034353692
O18334,801484,7227,12.451482,-0.47445396
Q55FK2,801484,44689,12.50616,-0.39756933
D6XLL1,801484,185431,12.408424,-0.4267556
A0A0G2JT78,801484,10116,12.464458,-0.48431045
Q9H0U4,801484,9606,13.228565,0.089583024
A0A1D8PHR9,801484,237561,12.918522,-0.4221823
Q86YS6,801484,9606,12.908335,-0.2887657
Q7T3A4,801484,7955,13.17939,0.1312768
Q8MYF2,801484,44689,13.007941,-0.44510275
Q9UL25,801484,9606,12.407085,-0.52356094
Q558I0,801484,44689,12.546605,-0.32192802
P51147,801484,9615,13.146078,-0.6930438
Q9LZD4,801484,3702,13.240271,0.041454647
Q86JP3,801484,44689,12.94118,-0.57935923
P36017,801484,559292,12.630796,-0.44827935
Q580S0,801484,185431,12.397829,-0.4473922
P36409,801484,44689,13.5062065,0.09491901
Q9SMR4,801484,3702,12.4163475,-0.4362338
B0BNK1,801484,10116,13.147835,-0.70471954
O24466,801484,3702,13.225133,-0.0747385
Q6GQP4,801484,10116,12.975981,-0.59358275
Q96283,801484,3702,13.710529,-0.116285525
Q9VC31,801484,7227,12.512995,-0.40524265
D6XLJ6,801484,185431,12.467845,-0.53332937
P20338,801484,9606,12.808063,-0.16901538
P91857,801484,6239,13.159676,-0.7538113
Q99P58,801484,10090,12.456333,-0.47403768
P32939,801484,559292,13.143283,-0.42671162
Q586J5,801484,185431,12.371769,-0.39005274
P70550,801484,10116,13.172447,0.12364122
Q95QV3,801484,6239,13.196048,-0.16753311
E9PI18,801484,9606,12.952561,-0.00046105852
Q99P74,801484,10116,12.483985,-0.4066173
Q6DUB4,801484,43137,13.265823,-0.49584824
P62822,801484,9615,13.327882,0.11425846
P63012,801484,10116,13.213501,-0.1377839
C0H516,801484,36329,13.223237,-0.4394331
Q54NU2,801484,44689,13.189096,0.10013614
Q9LNK1,801484,3702,12.6605835,-0.18707395
Q8BHD0,801484,10090,12.913815,-0.20124511
Q5JT25,801484,9606,12.536685,-0.34026647
O49513,801484,3702,13.775945,-0.066110104
A4D1S5,801484,9606,12.649692,-0.20177796
A0A2H3HA93,801484,5518,13.370831,-0.4335075
Q9FJN8,801484,3702,13.442967,-0.1560283
P0CY31,801484,237561,12.76301,-0.24546503
P92963,801484,3702,13.762045,-0.025003754
P59279,801484,10090,13.764031,-0.048332054
Q95RH7,801484,7227,12.474529,-0.45282125
P59190,801484,9606,12.731682,-0.2901788
Q6PHI9,801484,7955,12.787987,-0.13352644
Q63483,801484,10116,13.657037,-0.20275883
Q99P75,801484,10116,13.346882,-0.4347897
P11023,801484,9913,13.193551,-0.1314754
Q9XWR6,801484,6239,12.380615,-0.3245953
Q7T0S5,801484,8355,13.1574,-0.7127395
Q22782,801484,6239,12.461996,-0.45071915
Q9ZRE2,801484,3702,13.30925,0.14385818
Q9NP90,801484,9606,13.352821,-0.38154554
Q6AXT5,801484,10116,12.478261,-0.5351576
Q9H0N0,801484,9606,12.491582,-0.3427224
Q63941,801484,10116,13.06029,-0.13758154
Q99KL7,801484,10090,14.594185,3.7341604
Q9LNW1,801484,3702,13.7342615,-0.100895956
P28186,801484,3702,13.231724,-0.045440704
Q96AH8,801484,9606,14.673174,3.860926
P34213,801484,6239,12.462428,-0.50912505
Q9WVB1,801484,10116,12.484174,-0.47092453
Q8BHH2,801484,10090,13.314533,-0.41276327
Q5B6I8,801484,227321,13.087166,-0.7337475
P18067,801484,9615,13.41735,-0.4169724
P61020,801484,9606,13.147304,-0.6995178
P31582,801484,3702,13.097587,-0.748535
P34140,801484,44689,13.114319,0.14389586
A0A024R5J5,801484,9606,12.443209,-0.47035268
P36019,801484,559292,12.415694,-0.49715042
Q9DEW9,793104,7998,12.42088,-7.0530276
A1CFL5,793104,344612,11.998745,-7.91641
P17178,793104,10116,12.974256,-7.9351363
P10633,793104,10116,12.636788,-7.09966
Q1JQ70,793104,7955,12.366295,-7.736766
P11712,793104,9606,13.166078,-6.480231
P12790,793104,10090,13.095948,-6.5532384
P05182,793104,10116,12.83667,-6.7867146
P33260,793104,9606,13.226857,-6.421997
A1CFL6,793104,344612,11.972088,-7.8835416
Q9WV19,793104,10090,13.261726,-6.4029703
P11715,793104,10116,12.048597,-7.9311376
P05183,793104,10116,11.692947,-6.9276266
Q8QFT4,793104,9031,13.1734085,-6.463185
P08683,793104,10116,13.201901,-6.434579
Q32LT1,793104,7955,11.684077,-6.9751434
Q08AG9,793104,9606,12.60866,-7.24271
Q7SYJ6,793104,7955,12.900868,-8.050696
P14137,793104,10116,12.922251,-8.060688
P51869,793104,10116,12.091447,-7.5212154
O35084,793104,10090,12.698832,-7.8226676
Q8UW07,793104,7955,12.418197,-7.7450547
P20813,793104,9606,13.229568,-6.4784293
P49430,793104,10116,12.031756,-7.6415358
Q7Z449,793104,9606,12.598251,-7.261291
Q64458,793104,10090,13.225016,-6.4215865
Q8K0C4,793104,10090,12.075619,-8.677773
P10632,793104,9606,13.18741,-6.460016
P27786,793104,10090,12.023461,-7.922296
D4A820,793104,10116,12.908809,-6.8678403
Q9JKJ9,793104,10090,12.637842,-8.584935
P24470,793104,10116,13.195791,-6.436807
Q64429,793104,10090,12.5295925,-7.729966
Q9VE00,793104,7227,12.113903,-8.113653
Q9DBG1,793104,10090,12.967615,-7.998767
O54750,793104,10090,12.683386,-6.9836774
P10610,793104,10116,13.270601,-6.3855176
X5L565,793104,9615,11.72033,-6.957833
P50859,793104,284593,12.026202,-8.536246
Q9Y6A2,793104,9606,12.889989,-7.8325877
Q9V770,793104,7227,11.7183895,-7.1063623
B7Z1F5,793104,9606,13.216324,-6.433563
Q64459,793104,10090,11.695512,-6.948364
Q2TW05,793104,510516,11.96212,-7.885706
O35132,793104,10116,12.76484,-7.836433
P98187,793104,9606,12.043913,-7.5145483
F6P2A1,793104,7955,12.486587,-7.248709
Q59K96,793104,237561,11.961254,-8.019075
P24903,793104,9606,13.208975,-6.508578
Q6VVX0,793104,9606,12.57352,-7.206937
Q07973,793104,9606,12.189789,-8.004236
Q5U396,793104,7955,12.4922495,-7.6454086
P05180,793104,9031,13.157254,-6.46528
P05108,793104,9606,12.974248,-8.002211
P51538,793104,10116,11.721084,-6.9261823
P24463,793104,9615,11.691002,-6.9766026
Q924D1,793104,10090,12.690742,-6.987689
B8N2C8,793104,332952,12.008889,-8.624528
O09158,793104,10090,11.698205,-6.951649
P33274,793104,10116,12.067628,-7.5202928
P10614,793104,559292,12.034105,-8.555104
Q16678,793104,9606,12.539044,-7.6703196
Q9VL92,793104,7227,11.951243,-7.8612623
P12939,793104,10116,12.6229315,-7.1429806
P51871,793104,10116,12.01939,-7.584702
X5L1L5,793104,9615,11.712403,-6.9556055
Q60991,793104,10090,12.788677,-8.676072
P79401,793104,9823,11.753525,-6.985625
Q16696,793104,9606,13.28262,-6.3773975
Q6XVG2,793104,10090,13.063652,-6.5653753
Q9NGX9,793104,7227,12.677551,-8.000853
P20815,793104,9606,11.719786,-6.9705977
P22680,793104,9606,12.652956,-8.541367
B8NUK6,793104,332952,12.050965,-8.633387
Q16850,793104,9606,12.113131,-8.718585
P00189,793104,9913,12.945987,-8.069757
A0A097HUX0,793104,7955,12.628584,-7.929393
P04167,793104,10116,13.227813,-6.4815154
Q7KR10,793104,7227,12.036902,-7.9823256
B8NFL5,793104,332952,12.023559,-8.608159
O75881,793104,9606,12.798696,-8.657119
G3V8J2,793104,10116,12.832181,-8.55721
P00184,793104,10090,12.466576,-7.6827188
Q9VLZ7,793104,7227,11.958311,-7.8143125
P00181,793104,9986,13.183025,-6.4564943
A0PJ31,793104,7955,12.480788,-7.610299
O02766,793104,9986,12.857549,-8.54139
Q09736,793104,284812,12.047644,-8.633308
Q9HB55,793104,9606,11.709541,-6.9450736
Q08477,793104,9606,12.118347,-7.470747
P00176,793104,10116,13.232376,-6.463699
P20852,793104,10090,13.232472,-6.392505
Q9Y0X6,793104,34649,9.602228,5.61943
Q64464,793104,10090,11.710558,-6.9475465
P13107,793104,10116,13.048203,-6.5708756
O88962,793104,10090,12.856224,-8.528925
O54749,793104,10090,12.670867,-6.978601
P19225,793104,10116,12.870298,-6.7535954
P56655,793104,10090,13.142569,-6.49049
Q8TAV3,793104,9606,12.762219,-7.1850505
F1QCK2,801531,7955,5.5040293,7.041456
Q54W24,801531,44689,5.214572,6.6657314
Q0WML0,801531,3702,5.7099133,6.9045033
Q55GB1,801531,44689,4.4242325,6.13108
Q8ILJ9,801531,36329,4.91483,6.4670253
O02086,801531,6239,5.485589,6.8892198
Q7KU30,801531,7227,9.853395,5.759371
Q9M3D6,801531,3702,1.3687117,7.074113
P40416,801531,559292,5.5590005,7.3710694
Q02592,801531,284812,5.4810286,6.9209294
Q9AT00,801531,3702,8.00917,6.4725194
Q9TZD9,801531,6239,5.488307,6.9219484
Q8VZZ4,801531,3702,5.371007,6.8328104
Q9FUT3,801531,3702,5.4887753,7.506074
Q08234,801531,559292,4.3815703,6.659092
P45844,801531,9606,2.9371154,6.7158704
Q9NP58,801531,9606,5.4513755,7.102325
Q8RXN0,801531,3702,4.10665,6.6336417
Q9C8K2,801531,3702,4.083872,6.6786294
Q61102,801531,10090,5.472302,7.4998493
Q55DA0,801531,44689,4.201382,6.7605805
Q9M0G9,801531,3702,5.475636,7.4501114
Q54VJ0,801531,44689,5.0379457,6.5421195
P58428,801531,10116,4.2824616,6.8311343
Q9C6W5,801531,3702,4.1568947,6.7911167
O14286,801531,284812,5.4929833,7.430389
Q9LVM1,801531,3702,5.498283,7.4757338
Q9SZR9,801531,3702,4.1524377,6.781606
Q54CG0,801531,44689,4.4146047,6.107604
Q99PE7,801531,10116,4.1940618,6.778014
Q54R52,801531,44689,4.920389,6.442811
Q93YS4,801531,3702,3.9796631,6.702453
A0A1D8PQ95,801531,237561,4.357614,5.9667935
Q9CXJ4,801531,10090,5.495843,7.389831
Q4X006,801531,330879,4.3143177,5.9171796
Q38EU8,801531,185431,4.2702775,6.7555213
Q8T673,801531,44689,4.422083,6.0913687
P10090,801531,7227,4.143118,6.787679
Q38AM7,801531,185431,4.2148323,6.802983
O44897,801531,6239,5.4145765,6.8678665
Q96J66,801531,9606,5.2668905,6.848355
Q80W57,801531,10116,0.69705504,6.689547
Q9M9E1,801531,3702,4.362098,6.2955656
A0A1D8PQ34,801531,237561,5.3300457,6.7440376
A4QNW0,801531,7955,2.945377,6.732461
Q556W2,801531,44689,4.45762,6.160455
P40550,801531,559292,4.5128765,6.199618
P51533,801531,559292,4.3360624,5.91054
P33311,801531,559292,5.4775643,6.9104443
Q9LFG8,801531,3702,1.166442,7.1262493
Q91WA9,801531,10090,2.935807,6.71832
G4SRS5,801531,6239,5.476465,7.5106955
Q8H8V7,801531,39947,1.2480851,7.127779
Q7DM58,801531,3702,5.402202,6.867599
E9RBG1,801531,330879,4.2790213,5.9079022
Q54BU4,801531,44689,5.150234,6.6176457
Q9SGY1,801531,3702,5.6913767,6.795043
Q9C8J8,801531,3702,4.054729,6.6959424
Q9Y7M7,801531,284812,5.5441394,7.0546837
A0A1D8PCM6,801531,237561,4.7770123,6.4264193
Q9XIE2,801531,3702,4.3749638,6.3100038
Q99PE8,801531,10090,4.1642556,6.76453
Q9M1Q9,801531,3702,5.7091346,6.816564
Q0E8U2,801531,7227,2.9927223,6.7187014
Q9STT5,801531,3702,8.581824,6.221658
Q11180,801531,6239,4.164604,6.8026414
Q9ZR72,801531,3702,5.7096148,6.8036556
Q7PC87,801531,3702,4.3744597,6.345419
Q8T686,801531,44689,4.886371,6.4168367
O75027,801531,9606,5.4795384,7.4747987
Q704E8,801531,10116,5.4782476,7.491588
Q9H172,801531,9606,2.9468374,6.7176857
Q9H222,801531,9606,4.1330543,6.8242764
Q02785,801531,559292,4.377557,5.996821
Q64343,801531,10090,2.9435883,6.720922
Q9M0M2,801531,3702,5.735803,6.8237953
Q9UNQ0,801531,9606,0.6528952,6.6276283
H2LNR5,801531,8090,5.5061326,7.4861693
Q6FK23,801531,284593,4.3072133,5.879622
Q54P13,801531,44689,5.323327,6.752497
Q04182,801531,559292,4.318035,5.8908563
P33302,801531,559292,4.3562183,5.835753
Q54TV1,801531,44689,4.760709,6.3850064
Q9LSJ6,801531,3702,5.625321,6.7475657
Q9LJX0,801531,3702,5.724064,6.843588
Q54HM0,801531,44689,4.8771477,6.4261127
Q8H1R4,801531,3702,7.571564,6.6368012
O74208,801531,284593,4.324694,5.8776865
Q9FWX8,801531,3702,5.7826595,6.8238087
Q8T6H3,801531,44689,4.9955025,6.5011497
Q9EPG9,801531,10116,2.9138649,6.7040315
Q7K6A5,801531,36329,5.0136056,6.5008464
Q9LK64,801531,3702,5.456153,6.8786144
P43569,801531,559292,8.405407,6.301082
Q8ST66,801531,44689,4.862804,6.420979
O81016,801531,3702,4.4088397,6.3453617
Q9XF19,801531,3702,8.40218,6.3323846
G3V642,801531,10116,2.9445975,6.73251
E7F6F7,801531,7955,5.4732404,7.482661
P33310,801531,559292,5.620496,6.919285
Q9I2C7,990642,208964,7.4970293,7.955057
P72151,990642,208964,8.91771,7.3995314
Q9I4L5,990642,208964,7.544507,7.9184017
Q8Z1P4,990642,90370,7.2080555,7.7739825
Q71WH7,990642,265669,7.274292,7.349789
P37478,990642,224308,7.2195606,7.557603
O31986,990642,224308,8.413854,6.0644703
Q9A5I5,990642,190650,7.265,7.893194
Q8NU97,990642,196627,8.249844,6.872333
Q6N5G2,990642,258594,7.6726236,7.8910885
P74598,990642,1111708,7.9614763,7.331502
P9WN31,990642,83332,7.264702,6.937831
P10958,990642,266834,7.251163,7.880827
Q9HV55,990642,208964,8.197627,7.5963907
P24072,990642,224308,7.2211103,7.8134217
Q56572,990642,55601,8.916812,7.5478625
Q7TXM1,990642,233413,7.6942673,7.9252825
P56427,990642,85962,8.742145,6.199227
P22260,990642,190485,7.565828,7.8095994
P0AEA4,990642,83334,8.385251,7.556608
Q9I9P2,990642,9031,9.31979,5.3004203
Q2YQA4,990642,359391,7.2165227,7.7336693
Q9ZB73,990642,243273,8.423849,6.1693754
Q04641,990642,623,8.177531,7.5281587
C3J8X2,990642,553175,7.591057,8.484468
P9WH83,990642,83332,8.79635,7.7009015
Q9S1E6,990642,273121,8.654457,6.1779733
Q9I298,990642,208964,7.4914813,8.139484
P30855,990642,83333,7.737224,7.8041058
Q9I1Y3,990642,208964,7.53042,7.9909115
O88274,990642,10090,9.351784,5.342265
P9WGK9,990642,83332,7.59793,7.7690334
Q9I0Q6,990642,208964,7.71066,7.930084
Q8KQL6,990642,2148,7.569891,6.9268594
Q56086,990642,90370,8.963646,7.1568727
Q9X1Z1,990642,243274,7.4195175,6.780871
Q7BU54,990642,34,8.630364,6.299542
Q4UZF6,990642,314565,7.572964,7.8028855
Q4UU85,990642,314565,7.4744587,7.971166
P29072,990642,224308,7.3468637,7.4566126
Q9LA06,990642,272623,8.181933,7.1251063
Q9HZ64,990642,208964,7.4768734,8.089855
P40758,990642,224308,7.2871327,7.249704
Q9HZZ4,990642,208964,7.345171,7.9179063
P50350,990642,266834,7.244923,7.8023443
P9WQA5,990642,83332,7.599758,8.20944
Q9WYC4,990642,243274,5.9286013,6.9629183
Q9HXW2,990642,208964,7.551028,7.9225903
Q9I757,990642,208964,7.3926587,7.9716916
O34814,990642,224308,7.0715485,7.2352257
P73594,990642,1111708,7.9925604,7.2879868
Q52880,990642,266834,7.3759093,7.943905
P73069,990642,1111708,8.030649,7.181988
O31435,990642,224308,7.378429,7.230749
Q06904,990642,1140,7.9009776,7.4080386
D0AB41,990642,79880,7.6253357,6.91859
P23620,990642,208964,7.203339,7.683113
Q9K2S2,990642,224308,6.8531885,7.264087
Q9KQW9,990642,243277,5.8545494,6.9947643
O67577,990642,224324,7.39175,6.649603
Q9I072,990642,208964,7.409335,7.956776
Q9I750,990642,208964,7.7752023,7.8768106
B3EY95,990642,435,7.7778487,6.8071632
P44918,990642,71421,7.2396693,7.763078
Q7TXL6,990642,233413,7.6840067,7.8878846
P71052,990642,224308,7.1851125,7.061562
Q56310,990642,243274,7.308715,6.8998923
O34755,990642,224308,6.9593287,7.2868066
O05229,990642,224308,6.7989287,7.2608266
P0DM78,990642,99287,7.2029934,7.7464347
P06534,990642,224308,7.250354,7.6670923
Q51373,990642,208964,7.280599,7.909751
P0CAW8,990642,190650,7.2012024,7.779075
Q51426,990642,208964,7.784965,7.6769114
Q9I0R4,990642,208964,7.4749928,7.912436
Q01578,990642,264203,7.5721874,8.435264
Q9AE09,990642,196627,7.810823,7.697196
Q5HR28,990642,176279,7.1908946,7.5840673
Q55168,990642,1111708,7.567361,7.694694
Q9WXF2,990642,243230,7.6963744,7.806332
Q9HWR3,990642,208964,7.565549,7.9790893
Q93P59,990642,34,8.501952,6.3769655
Q99YM9,990642,301447,7.2349324,7.536855
P17894,990642,224308,7.2909074,7.47519
P9WJU3,990642,83332,7.754124,7.585966
P73595,990642,1111708,7.9945326,7.258334
P9WLR5,990642,83332,7.781763,7.7907968
Q9I0I9,990642,208964,6.8275003,7.2850056
P45779,990642,243277,8.26156,7.52767
P29283,990642,1140,7.5658927,7.6855474
Q8DPV9,990642,171101,7.770135,6.970435
Q8DMT2,990642,197221,7.872444,7.456842
Q9A3G8,990642,190650,7.7238383,7.8199725
P26275,990642,208964,7.329974,7.939268
Q9RBS0,990642,267608,9.34341,5.4784465
P73314,990642,1111708,8.815099,7.7081723
O34507,990642,224308,7.989735,7.075417
P75302,990642,272634,8.452398,6.2056794
