EntryID,taxonomyID,taxon_name,umap_x,umap_y,kmeans_cluster
O49623,3702,A. thaliana,9.93531,13.60934,3
Q8VY69,3702,A. thaliana,10.91143,11.762093,2
Q9ZW22,3702,A. thaliana,11.547911,3.6052108,19
Q8LPF1,3702,A. thaliana,10.081238,11.378485,14
Q8L716,3702,A. thaliana,11.708949,8.158488,9
Q8L7N0,3702,A. thaliana,9.0606785,13.264537,2
Q93Z81,3702,A. thaliana,11.144419,2.8516495,19
Q9M8R4,3702,A. thaliana,10.074696,13.843939,3
Q9LJ45,3702,A. thaliana,12.205668,10.503082,6
Q9LMT6,3702,A. thaliana,10.390706,10.8112545,14
O48847,3702,A. thaliana,11.609375,7.221168,5
Q9M9M3,3702,A. thaliana,7.56167,6.434794,14
Q9FIW1,3702,A. thaliana,8.260123,6.8393097,10
Q8GXN2,3702,A. thaliana,10.919955,2.516203,19
F4JP48,3702,A. thaliana,10.903228,12.275272,2
Q9M150,3702,A. thaliana,10.042833,9.029772,15
Q9ZW36,3702,A. thaliana,11.62918,7.814743,5
Q6DYB5,3702,A. thaliana,7.877213,9.049176,13
Q93ZG3,3702,A. thaliana,13.766019,11.3862095,6
Q9ZSK2,3702,A. thaliana,6.881622,9.603776,7
P0C7R1,3702,A. thaliana,8.711548,10.768095,13
Q93YS8,3702,A. thaliana,11.322182,3.3576827,16
Q9LSC2,3702,A. thaliana,13.439467,7.6518025,6
Q9C9M1,3702,A. thaliana,9.752533,10.107898,14
Q9LVQ8,3702,A. thaliana,10.498024,10.527808,6
Q9LNC5,3702,A. thaliana,11.472442,11.9031515,3
Q9FJV5,3702,A. thaliana,11.348966,6.9132338,5
P93828,3702,A. thaliana,10.119167,14.3941765,3
Q5XF06,3702,A. thaliana,8.993667,8.780105,15
O82785,3702,A. thaliana,11.287763,9.318557,14
Q9SJX7,3702,A. thaliana,10.998552,3.544283,2
Q9FX34,3702,A. thaliana,10.254566,10.875456,14
Q4PT02,3702,A. thaliana,14.235572,13.672971,6
Q9LZF2,3702,A. thaliana,9.134156,11.582376,6
Q93ZR1,3702,A. thaliana,10.476822,14.480398,11
Q8RWW0,3702,A. thaliana,13.115653,7.5662575,6
Q9M2D2,3702,A. thaliana,9.398728,11.587785,16
Q9C9H8,3702,A. thaliana,11.121562,10.164539,6
O48832,3702,A. thaliana,9.96028,9.642264,15
O22711,3702,A. thaliana,9.635227,14.123084,3
F4IDQ5,3702,A. thaliana,9.270132,7.7434616,13
Q5HZ38,3702,A. thaliana,13.053985,9.491956,6
Q8GWD0,3702,A. thaliana,8.809003,9.965681,14
P42761,3702,A. thaliana,11.065868,14.111644,3
Q9ZU51,3702,A. thaliana,10.463881,8.356876,4
Q9T080,3702,A. thaliana,14.171523,13.66947,3
P42643,3702,A. thaliana,11.08975,11.058359,2
Q9SGD2,3702,A. thaliana,7.1296782,4.9540486,14
Q56X52,3702,A. thaliana,9.604653,11.543405,6
F4JGZ1,3702,A. thaliana,9.427312,15.25133,3
O49292,3702,A. thaliana,7.7548203,10.330183,7
Q93ZN3,3702,A. thaliana,7.0972776,5.3646054,14
Q9ZPQ3,3702,A. thaliana,9.131342,13.737644,2
Q9T0J6,3702,A. thaliana,11.023084,11.887887,6
F4KCU5,3702,A. thaliana,3.4218974,7.5529356,13
Q9FH90,3702,A. thaliana,7.0802116,5.0472684,14
Q9FJF1,3702,A. thaliana,14.175158,18.318598,11
Q9LZY2,3702,A. thaliana,8.946358,10.954316,14
Q940I2,3702,A. thaliana,8.933988,11.159488,6
Q9C8U5,3702,A. thaliana,11.286871,11.425602,6
Q9CAT4,3702,A. thaliana,10.226387,9.679691,14
Q9FN26,3702,A. thaliana,14.173224,13.671889,3
Q9LJ95,3702,A. thaliana,7.372836,10.9111185,15
Q9FUJ1,3702,A. thaliana,8.8856535,13.60201,2
Q9SJJ0,3702,A. thaliana,10.87208,7.0179415,13
O82782,3702,A. thaliana,10.20742,14.218768,11
Q93ZJ3,3702,A. thaliana,8.187702,8.970379,10
Q8W456,3702,A. thaliana,6.5095167,13.934625,0
Q9C5P4,3702,A. thaliana,10.52577,10.398084,6
Q9LZK5,3702,A. thaliana,9.690025,11.887301,2
Q9MAB6,3702,A. thaliana,9.459772,12.5776,3
Q9SQR2,3702,A. thaliana,10.508159,14.628257,3
Q9C5H5,3702,A. thaliana,11.157114,8.516854,5
P25818,3702,A. thaliana,11.640883,2.8395824,19
P49209,3702,A. thaliana,8.9586735,13.004029,2
O64654,3702,A. thaliana,9.084144,11.53616,6
Q9LYK6,3702,A. thaliana,13.923794,11.563201,11
O80690,3702,A. thaliana,6.257688,4.4753504,3
A0A178UG69,3702,A. thaliana,9.670288,9.404068,13
Q9C6Z3,3702,A. thaliana,9.962168,14.260259,3
Q93ZJ9,3702,A. thaliana,11.268171,6.976697,5
Q9STH2,3702,A. thaliana,13.33828,7.5450478,11
Q9LV90,3702,A. thaliana,6.9030743,17.141344,15
Q9FHF1,3702,A. thaliana,9.713711,14.477224,3
Q9C641,3702,A. thaliana,9.01966,13.484643,2
Q2V2S7,3702,A. thaliana,8.216641,9.83088,7
Q9LYL6,3702,A. thaliana,10.233541,7.3336425,13
F4I901,3702,A. thaliana,13.413804,7.6610823,6
F4JXE3,3702,A. thaliana,11.746239,7.9135284,9
P30187,3702,A. thaliana,15.347262,11.21862,6
F4K2L8,3702,A. thaliana,9.001568,11.355475,6
Q9FRI0,3702,A. thaliana,10.717318,7.2362986,13
Q9SNB4,3702,A. thaliana,11.68988,7.0444007,5
Q9FNG5,3702,A. thaliana,9.044735,11.385138,14
Q9S826,3702,A. thaliana,9.965541,11.66222,2
P34047,3702,A. thaliana,9.730726,12.670522,2
F4IXH3,3702,A. thaliana,9.559281,5.216737,4
Q8VYD7,3702,A. thaliana,9.836148,10.438698,14
Q9LNL3,3702,A. thaliana,15.229971,14.192016,11
O82413,3702,A. thaliana,9.936601,13.165278,3
O80722,3702,A. thaliana,6.7957215,4.7981935,8
Q94A40,3702,A. thaliana,10.884254,13.760577,3
Q9FHF4,3702,A. thaliana,11.537175,6.327482,5
Q9LJG6,3702,A. thaliana,9.65742,7.590337,13
O49627,3702,A. thaliana,9.52346,12.608424,3
Q9LT35,3702,A. thaliana,13.061217,9.484184,6
Q9SJH9,3702,A. thaliana,8.909995,11.002034,16
Q9SKW5,3702,A. thaliana,11.370583,6.784014,5
F4JEI8,3702,A. thaliana,10.550597,10.863694,2
P05466,3702,A. thaliana,9.7305355,12.780579,3
Q67Y01,3702,A. thaliana,10.169944,14.509212,3
Q9C9P3,3702,A. thaliana,9.54295,13.797687,2
Q9FIX1,3702,A. thaliana,10.92937,12.559383,2
Q9LUB2,3702,A. thaliana,9.60612,12.306481,6
Q9ZVA4,3702,A. thaliana,6.9974933,5.4679236,8
Q9LU68,3702,A. thaliana,9.394388,7.8858995,13
Q8LAD4,3702,A. thaliana,10.417831,7.289776,9
Q9LUJ3,3702,A. thaliana,7.7301517,9.118566,7
Q9ZNT1,3702,A. thaliana,10.33567,14.047088,3
O04173,3702,A. thaliana,11.430164,11.567681,6
Q683K3,3702,A. thaliana,9.137036,9.745634,15
Q9ASV6,3702,A. thaliana,9.065299,11.441309,15
Q9SVT4,3702,A. thaliana,6.488417,4.949757,8
Q9FWX7,3702,A. thaliana,11.118446,11.15799,2
Q9FHH2,3702,A. thaliana,10.9547,9.3523445,6
Q9C778,3702,A. thaliana,10.457832,11.291474,2
Q42547,3702,A. thaliana,7.4846807,9.70009,7
Q9C8Y4,3702,A. thaliana,8.760951,10.849883,13
Q9LYR2,3702,A. thaliana,8.758793,10.8387575,14
Q93XX5,3702,A. thaliana,6.9034696,5.4343963,8
Q9M3D2,3702,A. thaliana,8.089126,11.77343,15
Q945L0,3702,A. thaliana,11.689835,11.67978,11
Q9FJ90,3702,A. thaliana,11.199252,6.9254174,13
A0MEB5,3702,A. thaliana,12.158355,10.52392,6
Q9SZE0,3702,A. thaliana,12.70383,6.8993926,5
Q0WVM4,3702,A. thaliana,13.432396,7.5934453,6
Q9LRZ3,3702,A. thaliana,10.871226,11.175844,2
Q93VC7,3702,A. thaliana,10.780964,9.864159,6
Q9SV68,3702,A. thaliana,10.555936,14.832831,3
Q9SBJ1,3702,A. thaliana,11.351276,12.1670265,3
Q9LRP2,3702,A. thaliana,11.235481,2.4433992,19
Q9SU81,3702,A. thaliana,6.422509,4.5654683,8
Q9SCZ4,3702,A. thaliana,13.338591,7.551188,6
Q9MAJ7,3702,A. thaliana,6.279444,4.873839,8
Q93V47,3702,A. thaliana,9.384263,7.6075697,13
Q9M9L8,3702,A. thaliana,10.171198,12.279782,6
Q8VZ52,3702,A. thaliana,11.079625,10.538191,14
Q94BP3,3702,A. thaliana,10.024921,13.412982,2
O80516,3702,A. thaliana,7.4886355,9.264819,7
F4JXH7,3702,A. thaliana,11.19414,6.9678626,5
Q9FKM2,3702,A. thaliana,12.227232,11.925014,3
Q9SIN3,3702,A. thaliana,8.577366,8.02851,9
Q9LZ87,3702,A. thaliana,10.239708,7.226614,13
Q9LHL5,3702,A. thaliana,10.486069,13.492062,3
Q9FMR3,3702,A. thaliana,12.768145,7.4785705,14
O48850,3702,A. thaliana,10.937061,11.739025,6
P34066,3702,A. thaliana,5.911783,17.259626,2
F4JYP3,3702,A. thaliana,7.431481,10.05185,7
Q9FJ70,3702,A. thaliana,11.54842,11.468255,3
Q9C562,3702,A. thaliana,13.328027,9.688544,11
Q9SJF0,3702,A. thaliana,13.34252,11.150742,6
O80513,3702,A. thaliana,12.208741,10.514534,6
Q9C5T5,3702,A. thaliana,14.850018,11.303904,6
Q8LEF6,3702,A. thaliana,9.478604,11.967978,6
Q9C6Z2,3702,A. thaliana,9.076855,14.104785,3
Q42381,3702,A. thaliana,9.599282,11.427393,14
F4J8R4,3702,A. thaliana,7.4735427,9.429573,7
F4I448,3702,A. thaliana,11.15972,10.842951,9
Q8RWC9,3702,A. thaliana,13.355386,9.701017,11
Q9SJE1,3702,A. thaliana,9.86784,12.464932,6
Q8GYE0,3702,A. thaliana,13.777346,11.459516,6
Q9SLL7,3702,A. thaliana,8.534319,12.214616,15
Q39196,3702,A. thaliana,11.542318,2.887886,16
Q9ZUU9,3702,A. thaliana,10.974897,3.090746,16
Q6IDB6,3702,A. thaliana,10.115464,14.2072315,3
F4KDI6,3702,A. thaliana,8.253359,9.144912,7
Q9LZ31,3702,A. thaliana,15.163498,14.139159,3
Q42202,3702,A. thaliana,12.895273,10.602858,6
O22229,3702,A. thaliana,9.741118,12.556276,6
