dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
HBCA non-neuronal,roi,Human A43,human a43,ADORA3,3796,0.026343519494204423,0.00026343518402427435,6.938895971257807e-06,15
HBCA non-neuronal,roi,Human GPe,human gpe,ADORA3,33090,0.024176488365064974,0.00024176487931981683,5.844319344839723e-06,16
HBCA non-neuronal,roi,Human CM-Pf,human cm-pf,ADORA3,8333,0.024000960038401537,0.00024000959820114076,5.759769602910114e-06,17
HBCA non-neuronal,roi,Human MD-Re,human md-re,ADORA3,4439,0.022527596305474205,0.00022527595865540206,5.074354310359243e-06,18
HBCA non-neuronal,roi,Human CA1C-CA3C,human ca1c-ca3c,ADORA3,4448,0.02248201438848921,0.00022482014901470393,5.053841743528355e-06,19
HBCA non-neuronal,roi,Human PAG,human pag,ADORA3,17187,0.017455053237912375,0.00017455052875448018,3.0465228937586403e-06,20
HBCA non-neuronal,roi,Human CA1U-CA2U-CA3U,human ca1u-ca2u-ca3u,ADORA3,5917,0.01690045631232043,0.00016900456103030592,2.856012867472436e-06,21
HBCA non-neuronal,roi,Human SpC,human spc,ADORA3,18152,0.01652710445130013,0.00016527104889973998,2.731226197849014e-06,22
HBCA non-neuronal,roi,Human CA1U,human ca1u,ADORA3,24394,0.01639747478888251,0.00016397474973928183,2.688551403614999e-06,23
HBCA non-neuronal,roi,Human SN-RN,human sn-rn,ADORA3,37737,0.015899515064790523,0.00015899515710771084,2.5277449513845268e-06,24
HBCA non-neuronal,roi,Human STG,human stg,ADORA3,13196,0.01515610791148833,0.00015156107838265598,2.2969020030732782e-06,25
HBCA non-neuronal,roi,Human DGU-CA4Upy,human dgu-ca4upy,ADORA3,13331,0.015002625459455406,0.00015002625877968967,2.25061894780575e-06,26
HBCA non-neuronal,roi,Human CA1R-CA2R-CA3R,human ca1r-ca2r-ca3r,ADORA3,7010,0.014265335235378032,0.00014265335630625486,2.0348528143193004e-06,27
HBCA non-neuronal,roi,Human DGR-CA4Rpy,human dgr-ca4rpy,ADORA3,14520,0.013774104683195591,0.00013774105173069984,1.8971290124386466e-06,28
HBCA non-neuronal,roi,Human SN,human sn,ADORA3,50837,0.013769498593544071,0.00013769498036708683,1.8958603162734053e-06,29
HBCA non-neuronal,roi,Human PN,human pn,ADORA3,15355,0.013025073266037123,0.00013025072985328734,1.696414822057709e-06,30
HBCA non-neuronal,roi,Human PnRF,human pnrf,ADORA3,33322,0.012004081387671808,0.00012004081509076059,1.4408932329230273e-06,31
HBCA non-neuronal,roi,Human PB,human pb,ADORA3,8575,0.011661807580174927,0.00011661807366181165,1.3598982425991018e-06,32
HBCA non-neuronal,roi,Human LG,human lg,ADORA3,8595,0.011634671320535195,0.00011634671682259068,1.3535770688570706e-06,33
HBCA non-neuronal,roi,Human CbDN,human cbdn,ADORA3,28652,0.010470473265391597,0.00010470473353052512,1.0962507228728752e-06,34
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA3,9651,0.010361620557455186,0.00010361620661569759,1.0735761975686555e-06,35
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA3,22134,0.009035872413481522,9.035872062668204e-05,8.16432985663558e-07,36
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA3,22144,0.00903179190751445,9.03179170563817e-05,8.156957969551896e-07,37
HBCA non-neuronal,roi,Human Sub,human sub,ADORA3,13773,0.007260582298700355,7.260582060553133e-05,5.271413993357623e-07,38
HBCA non-neuronal,roi,Human Pul,human pul,ADORA3,15945,0.0062715584822828465,6.271558231674135e-05,3.9331210897980583e-07,39
HBCA non-neuronal,roi,Human CBV,human cbv,ADORA3,17133,0.005836689429755443,5.836689524585381e-05,3.4065949900717904e-07,40
HBCA non-neuronal,roi,Human CA4C-DGC,human ca4c-dgc,ADORA3,19743,0.005065086359722433,5.065086224931292e-05,2.565444944420963e-07,41
HBCA non-neuronal,roi,Human SEP,human sep,ADORA3,20296,0.004927079227433977,4.9270791350863874e-05,2.4275511226494057e-07,42
HBCA non-neuronal,roi,Human A1C,human a1c,ADORA3,2607,0.0,0.0,0.0,43
HBCA non-neuronal,roi,Human A5-A7,human a5-a7,ADORA3,2758,0.0,0.0,0.0,44
HBCA non-neuronal,roi,Human A14,human a14,ADORA3,877,0.0,0.0,0.0,45
HBCA non-neuronal,roi,Human A19,human a19,ADORA3,2886,0.0,0.0,0.0,46
HBCA non-neuronal,roi,Human A23,human a23,ADORA3,2409,0.0,0.0,0.0,47
HBCA non-neuronal,roi,Human A24,human a24,ADORA3,3653,0.0,0.0,0.0,48
HBCA non-neuronal,roi,Human A29-A30,human a29-a30,ADORA3,2427,0.0,0.0,0.0,49
HBCA non-neuronal,roi,Human A32,human a32,ADORA3,2016,0.0,0.0,0.0,50
HBCA non-neuronal,roi,Human A35-36,human a35-36,ADORA3,72,0.0,0.0,0.0,51
HBCA non-neuronal,roi,Human A35-A36,human a35-a36,ADORA3,1948,0.0,0.0,0.0,52
HBCA non-neuronal,roi,Human A35r,human a35r,ADORA3,17491,0.0,0.0,0.0,53
HBCA non-neuronal,roi,Human A40,human a40,ADORA3,3050,0.0,0.0,0.0,54
HBCA non-neuronal,roi,Human A44-A45,human a44-a45,ADORA3,2555,0.0,0.0,0.0,55
HBCA non-neuronal,roi,Human A46,human a46,ADORA3,3136,0.0,0.0,0.0,56
HBCA non-neuronal,roi,Human ANC,human anc,ADORA3,6272,0.0,0.0,0.0,57
HBCA non-neuronal,roi,Human AON,human aon,ADORA3,1967,0.0,0.0,0.0,58
HBCA non-neuronal,roi,Human BL,human bl,ADORA3,4596,0.0,0.0,0.0,59
HBCA non-neuronal,roi,Human BM,human bm,ADORA3,4806,0.0,0.0,0.0,60
HBCA non-neuronal,roi,Human BNST,human bnst,ADORA3,3656,0.0,0.0,0.0,61
HBCA non-neuronal,roi,Human CA1-3,human ca1-3,ADORA3,814,0.0,0.0,0.0,62
HBCA non-neuronal,roi,Human CA3R,human ca3r,ADORA3,3276,0.0,0.0,0.0,63
HBCA non-neuronal,roi,Human CM,human cm,ADORA3,6909,0.0,0.0,0.0,64
HBCA non-neuronal,roi,Human CMN,human cmn,ADORA3,3966,0.0,0.0,0.0,65
HBCA non-neuronal,roi,Human CaB,human cab,ADORA3,2787,0.0,0.0,0.0,66
HBCA non-neuronal,roi,Human Cla,human cla,ADORA3,12236,0.0,0.0,0.0,67
HBCA non-neuronal,roi,Human CoA,human coa,ADORA3,2476,0.0,0.0,0.0,68
HBCA non-neuronal,roi,Human DTg,human dtg,ADORA3,8080,0.0,0.0,0.0,69
HBCA non-neuronal,roi,Human ETH,human eth,ADORA3,2048,0.0,0.0,0.0,70
HBCA non-neuronal,roi,Human FI,human fi,ADORA3,2338,0.0,0.0,0.0,71
HBCA non-neuronal,roi,Human Gpe,human gpe,ADORA3,2478,0.0,0.0,0.0,72
HBCA non-neuronal,roi,Human HTHma,human hthma,ADORA3,1074,0.0,0.0,0.0,73
HBCA non-neuronal,roi,Human HTHma-HTHtub,human hthma-hthtub,ADORA3,2211,0.0,0.0,0.0,74
HBCA non-neuronal,roi,Human HTHpo,human hthpo,ADORA3,1722,0.0,0.0,0.0,75
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA3,2019,0.0,0.0,0.0,76
HBCA non-neuronal,roi,Human HTHso,human hthso,ADORA3,3013,0.0,0.0,0.0,77
HBCA non-neuronal,roi,Human HTHtub,human hthtub,ADORA3,2166,0.0,0.0,0.0,78
HBCA non-neuronal,roi,Human IC,human ic,ADORA3,4290,0.0,0.0,0.0,79
HBCA non-neuronal,roi,Human ITG,human itg,ADORA3,2911,0.0,0.0,0.0,80
HBCA non-neuronal,roi,Human LEC,human lec,ADORA3,2878,0.0,0.0,0.0,81
HBCA non-neuronal,roi,Human LP,human lp,ADORA3,13608,0.0,0.0,0.0,82
HBCA non-neuronal,roi,Human LP-VPL,human lp-vpl,ADORA3,16179,0.0,0.0,0.0,83
HBCA non-neuronal,roi,Human La,human la,ADORA3,4420,0.0,0.0,0.0,84
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA3,6320,0.0,0.0,0.0,85
HBCA non-neuronal,roi,Human MEC,human mec,ADORA3,3480,0.0,0.0,0.0,86
HBCA non-neuronal,roi,Human MG,human mg,ADORA3,3691,0.0,0.0,0.0,87
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA3,11580,0.0,0.0,0.0,88
HBCA non-neuronal,roi,Human MoRF-MoEN,human morf-moen,ADORA3,9086,0.0,0.0,0.0,89
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA3,6454,0.0,0.0,0.0,90
HBCA non-neuronal,roi,Human NAC,human nac,ADORA3,2720,0.0,0.0,0.0,91
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA3,3406,0.0,0.0,0.0,92
HBCA non-neuronal,roi,Human PTR,human ptr,ADORA3,2285,0.0,0.0,0.0,93
HBCA non-neuronal,roi,Human Pir,human pir,ADORA3,4755,0.0,0.0,0.0,94
HBCA non-neuronal,roi,Human Pro,human pro,ADORA3,2760,0.0,0.0,0.0,95
HBCA non-neuronal,roi,Human Pu,human pu,ADORA3,3675,0.0,0.0,0.0,96
HBCA non-neuronal,roi,Human RN,human rn,ADORA3,2973,0.0,0.0,0.0,97
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA3,2726,0.0,0.0,0.0,98
HBCA non-neuronal,roi,Human SC,human sc,ADORA3,2741,0.0,0.0,0.0,99
HBCA non-neuronal,roi,Human SI,human si,ADORA3,4835,0.0,0.0,0.0,100
HBCA non-neuronal,roi,Human STH,human sth,ADORA3,19559,0.0,0.0,0.0,101
HBCA non-neuronal,roi,Human TF,human tf,ADORA3,2486,0.0,0.0,0.0,102
HBCA non-neuronal,roi,Human TH-TL,human th-tl,ADORA3,8423,0.0,0.0,0.0,103
HBCA non-neuronal,roi,Human V1C,human v1c,ADORA3,2872,0.0,0.0,0.0,104
HBCA non-neuronal,roi,Human V2,human v2,ADORA3,2982,0.0,0.0,0.0,105
HBCA non-neuronal,roi,Human VA,human va,ADORA3,4310,0.0,0.0,0.0,106
HBCA non-neuronal,roi,Human VLN,human vln,ADORA3,12582,0.0,0.0,0.0,107
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA3,4553,0.0,0.0,0.0,108
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA1,105734,23.35010498042257,0.31160271167755127,6.333712086838214,1
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA1,490246,20.20291853477642,0.26457738876342773,4.7423924149113,2
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA1,4720,16.101694915254235,0.21313560009002686,3.110982917019528,3
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA1,155025,13.8409933881632,0.17366231977939606,2.2163450920832606,4
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA1,8041,7.21303320482527,0.08668076246976852,0.5996041458787107,5
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA1,5882,3.0431825909554573,0.03451206907629967,0.10325483447696164,6
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA1,91838,2.958470349964067,0.03503996133804321,0.10188982524063883,7
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA1,7689,0.7153075822603719,0.007933411747217178,0.005652437548317407,8
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA1,9932,0.5134917438582359,0.005336286965757608,0.0027328541206717203,9
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA1,9156,0.49148099606815204,0.005351681727916002,0.0026232367463978495,10
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA2A,9932,12.464760370519533,0.15102697908878326,1.7532254995968168,1
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA2A,9156,1.9877675840978593,0.0204237662255764,0.04018868124187094,2
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA2A,4720,1.0381355932203389,0.010805084370076656,0.011156974611799892,3
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA2A,105734,0.8824030113303195,0.009126676246523857,0.008016878272607381,4
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA2A,8041,0.6964307921900261,0.007088670507073402,0.0049193531069717305,5
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA2A,490246,0.48363474663740247,0.004991371650248766,0.002407996148508249,6
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA2A,155025,0.45347524592807614,0.0046766651794314384,0.002115808276201155,7
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA2A,5882,0.42502550153009183,0.00493029598146677,0.0020903527173340877,8
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA2A,91838,0.3615061303599817,0.0037566148675978184,0.0013554948590602392,9
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA2A,7689,0.19508388607101051,0.0019508388359099627,0.000380206480887403,10
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA2B,8041,17.684367615968164,0.22161422669887543,3.5399350552338915,1
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA2B,155025,10.884696016771489,0.13462990522384644,1.3748081085175377,2
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA2B,9932,6.957309706000806,0.0852799043059349,0.5693718249938776,3
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA2B,9156,4.641764962865881,0.06105286255478859,0.27507879785893463,4
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA2B,7689,1.7037326050201589,0.020548835396766663,0.034654869321337795,5
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA2B,5882,0.6290377422645359,0.006630397867411375,0.00415700438728943,6
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA2B,4720,0.2966101694915254,0.003601694945245981,0.0010663801109425343,7
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA2B,105734,0.31683280685493787,0.0033101935405284166,0.0010470459028808729,8
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA2B,490246,0.26190932715412263,0.0026741677429527044,0.0006994546609783689,9
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA2B,91838,0.13393148805505348,0.001382869784720242,0.00018508186546863193,10
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA3,91838,0.1067096408893922,0.0010779851581901312,0.0001149694525601878,1
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA3,4720,0.0211864406779661,0.00021186440426390618,4.488177207001226e-06,2
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA3,490246,0.00020397922675554722,2.0397922071424546e-06,4.160748128019728e-10,3
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA3,155025,0.0,0.0,0.0,4
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA3,8041,0.0,0.0,0.0,5
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA3,7689,0.0,0.0,0.0,6
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA3,5882,0.0,0.0,0.0,7
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA3,9156,0.0,0.0,0.0,8
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA3,105734,0.0,0.0,0.0,9
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA3,9932,0.0,0.0,0.0,10
HBCA non-neuronal,tissue,midbrain,midbrain,ADORA1,121456,21.762613621393754,0.29385125637054443,5.606555048607593,1
HBCA non-neuronal,tissue,thalamic complex,thalamic complex,ADORA1,130419,17.265122413145324,0.22841763496398926,3.551899516963685,2
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA1,49003,16.868354998673553,0.22182315587997437,3.379475962761281,3
HBCA non-neuronal,tissue,hypothalamus,hypothalamus,ADORA1,24191,16.679756934397087,0.21421189606189728,3.2374611103203046,4
HBCA non-neuronal,tissue,cerebral nuclei,cerebral nuclei,ADORA1,150926,15.952851066085366,0.22117461264133453,3.187590105780178,5
HBCA non-neuronal,tissue,cerebral cortex,cerebral cortex,ADORA1,148874,16.661740800945765,0.20676545798778534,3.131467633019893,6
HBCA non-neuronal,tissue,hippocampal formation,hippocampal formation,ADORA1,109980,16.523004182578653,0.20789234340190887,3.120815061810679,7
HBCA non-neuronal,tissue,pons,pons,ADORA1,97127,15.522975073872352,0.1941375732421875,2.75415188122374,8
HBCA non-neuronal,tissue,spinal cord,spinal cord,ADORA1,18152,11.849933891582195,0.14136183261871338,1.5668236116981964,9
HBCA non-neuronal,tissue,myelencephalon,myelencephalon,ADORA1,38135,10.607053887504916,0.12804509699344635,1.2780028935569157,10
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA2A,49003,0.8428055425178052,0.009081076830625534,0.007619039466396869,1
HBCA non-neuronal,tissue,cerebral nuclei,cerebral nuclei,ADORA2A,150926,0.7632879689384201,0.008149689063429832,0.006195348680930424,2
HBCA non-neuronal,tissue,thalamic complex,thalamic complex,ADORA2A,130419,0.7153865617739746,0.007859284058213234,0.005600447162666631,3
HBCA non-neuronal,tissue,spinal cord,spinal cord,ADORA2A,18152,0.6665932128691053,0.006941383704543114,0.004611094029534269,4
HBCA non-neuronal,tissue,hypothalamus,hypothalamus,ADORA2A,24191,0.669670538630069,0.006862055975943804,0.0045796218198559105,5
HBCA non-neuronal,tissue,midbrain,midbrain,ADORA2A,121456,0.6562047161111844,0.0069984192959964275,0.004576400575767093,6
HBCA non-neuronal,tissue,hippocampal formation,hippocampal formation,ADORA2A,109980,0.641025641025641,0.0067830514162778854,0.004333429503568185,7
HBCA non-neuronal,tissue,cerebral cortex,cerebral cortex,ADORA2A,148874,0.5964775582035816,0.006387952249497175,0.003798151827952922,8
HBCA non-neuronal,tissue,pons,pons,ADORA2A,97127,0.5724463846304323,0.00611570430919528,0.0034902509950895367,9
HBCA non-neuronal,tissue,myelencephalon,myelencephalon,ADORA2A,38135,0.4641405532974957,0.0049298545345664024,0.0022825237676871338,10
HBCA non-neuronal,tissue,cerebral cortex,cerebral cortex,ADORA2B,148874,5.589290272310813,0.07005252689123154,0.37843820036569026,1
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA2B,49003,3.703854866028611,0.04503805935382843,0.16316704878466903,2
HBCA non-neuronal,tissue,hippocampal formation,hippocampal formation,ADORA2B,109980,3.4751773049645394,0.04120749235153198,0.14033144749551899,3
HBCA non-neuronal,tissue,cerebral nuclei,cerebral nuclei,ADORA2B,150926,2.500563189907637,0.03198918700218201,0.07873820706395843,4
HBCA non-neuronal,tissue,hypothalamus,hypothalamus,ADORA2B,24191,2.3810508040180234,0.029225744307041168,0.06859049004965902,5
HBCA non-neuronal,tissue,thalamic complex,thalamic complex,ADORA2B,130419,0.8687384506858664,0.009891197085380554,0.008550644546791464,6
HBCA non-neuronal,tissue,midbrain,midbrain,ADORA2B,121456,0.7780595441970755,0.00856277160346508,0.0066339838880474745,7
HBCA non-neuronal,tissue,myelencephalon,myelencephalon,ADORA2B,38135,0.752589484725318,0.008207683451473713,0.006151804621285522,8
HBCA non-neuronal,tissue,pons,pons,ADORA2B,97127,0.5858309224005683,0.006311324425041676,0.0036857502228184007,9
HBCA non-neuronal,tissue,spinal cord,spinal cord,ADORA2B,18152,0.5178492728074042,0.005619215313345194,0.002901761366833537,10
HBCA non-neuronal,tissue,cerebral nuclei,cerebral nuclei,ADORA3,150926,0.01788956177199422,0.00018552137771621346,3.3185883216583515e-06,1
HBCA non-neuronal,tissue,hypothalamus,hypothalamus,ADORA3,24191,0.01653507502790294,0.00016535074973944575,2.7338610361040664e-06,2
HBCA non-neuronal,tissue,spinal cord,spinal cord,ADORA3,18152,0.01652710445130013,0.00016527104889973998,2.731226197849014e-06,3
HBCA non-neuronal,tissue,hippocampal formation,hippocampal formation,ADORA3,109980,0.014548099654482633,0.00014548099716193974,2.1163181062435357e-06,4
HBCA non-neuronal,tissue,midbrain,midbrain,ADORA3,121456,0.013173494928204452,0.00013173495244700462,1.735295430906709e-06,5
HBCA non-neuronal,tissue,pons,pons,ADORA3,97127,0.010295798284720005,0.00010295797983417287,1.05998002641012e-06,6
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA3,49003,0.010203456931208292,0.00010203456622548401,1.0410521912250295e-06,7
HBCA non-neuronal,tissue,myelencephalon,myelencephalon,ADORA3,38135,0.007866789038940605,7.866789383115247e-05,6.188393838311158e-07,8
HBCA non-neuronal,tissue,cerebral cortex,cerebral cortex,ADORA3,148874,0.006717089619409702,6.717089854646474e-05,4.5117779251365135e-07,9
HBCA non-neuronal,tissue,thalamic complex,thalamic complex,ADORA3,130419,0.00460055666735675,4.600556712830439e-05,2.116463501697927e-07,10
Tabula Sapiens,broad_cell_class,duct epithelial cell,duct epithelial cell,ADORA1,22707,9.102919804465582,0.05044372379779816,0.44797897922371815,1
Tabula Sapiens,broad_cell_class,retinal pigment epithelial cell,retinal pigment epithelial cell,ADORA1,67,4.477611940298507,0.021545590832829475,0.09544820391187397,2
Tabula Sapiens,broad_cell_class,glial cell,glial cell,ADORA1,1834,3.326063249727372,0.024897875264286995,0.08179778615175634,3
Tabula Sapiens,broad_cell_class,glandular epithelial cell,glandular epithelial cell,ADORA1,21942,5.204630389207912,0.015708357095718384,0.08112071124392409,4
Tabula Sapiens,broad_cell_class,meso-epithelial cell,meso-epithelial cell,ADORA1,1558,2.3106546854942236,0.010647163726389408,0.024471870703967252,5
Tabula Sapiens,broad_cell_class,melanocyte,melanocyte,ADORA1,234,2.1367521367521367,0.009571663103997707,0.020355010603454553,6
Tabula Sapiens,broad_cell_class,kidney epithelial cell,kidney epithelial cell,ADORA1,9278,1.5843931881871092,0.010870232246816158,0.0171297873062763,7
Tabula Sapiens,broad_cell_class,contractile cell,contractile cell,ADORA1,56202,1.6405110138429237,0.007795646786689758,0.01273925331969425,8
Tabula Sapiens,broad_cell_class,myeloid leukocyte,myeloid leukocyte,ADORA1,128294,1.4349852682120754,0.0067863441072404385,0.00970540881920357,9
Tabula Sapiens,broad_cell_class,male germ cell,male germ cell,ADORA1,7259,1.1020801763328283,0.007054932415485382,0.007747803069460772,10
Tabula Sapiens,broad_cell_class,neuron,neuron,ADORA1,1685,0.9495548961424332,0.0072036017663776875,0.006815695915154433,11
Tabula Sapiens,broad_cell_class,cardiac endothelial cell,cardiac endothelial cell,ADORA1,10092,0.7827982560443916,0.007910951040685177,0.0061683121134880085,12
Tabula Sapiens,broad_cell_class,fibroblast,fibroblast,ADORA1,100791,0.7897530533480172,0.004751431755721569,0.0037435711018050026,13
Tabula Sapiens,broad_cell_class,secretory cell,secretory cell,ADORA1,756,1.1904761904761905,0.0027440956328064203,0.003262306519019894,14
Tabula Sapiens,broad_cell_class,hematopoietic cell,hematopoietic cell,ADORA1,3016,0.7625994694960212,0.0035549134481698275,0.0027061678582808025,15
Tabula Sapiens,broad_cell_class,dendritic cell,dendritic cell,ADORA1,670,0.5970149253731344,0.0038940999656915665,0.0023203209459749323,16
Tabula Sapiens,broad_cell_class,connective tissue cell,connective tissue cell,ADORA1,152,0.6578947368421052,0.0034746911842375994,0.002282018679180014,17
Tabula Sapiens,broad_cell_class,adventitial cell,adventitial cell,ADORA1,1045,0.7655502392344498,0.0029685867484658957,0.002269235747893601,18
Tabula Sapiens,broad_cell_class,epithelial cell of lung,epithelial cell of lung,ADORA1,14710,0.8361658735554044,0.0024591803085058928,0.0020537584035294765,19
Tabula Sapiens,broad_cell_class,endo-epithelial cell,endo-epithelial cell,ADORA1,14519,0.344376334458296,0.0017672808608040214,0.0006080725454416795,20
Tabula Sapiens,broad_cell_class,stem cell,stem cell,ADORA1,43527,0.298665196314931,0.001694707665592432,0.000505721793275788,21
Tabula Sapiens,broad_cell_class,granulocyte,granulocyte,ADORA1,78199,0.22378802797989747,0.0021466920152306557,0.00047988906984277376,22
Tabula Sapiens,broad_cell_class,endothelial cell,endothelial cell,ADORA1,63106,0.24561848318701865,0.001399224973283708,0.000343435299944323,23
Tabula Sapiens,broad_cell_class,ecto-epithelial cell,ecto-epithelial cell,ADORA1,4560,0.17543859649122806,0.0018086128402501345,0.00031701390691498066,24
Tabula Sapiens,broad_cell_class,stromal cell,stromal cell,ADORA1,39919,0.22545654951276334,0.0013588391011580825,0.0003061512170434371,25
Tabula Sapiens,broad_cell_class,intestinal epithelial cell,intestinal epithelial cell,ADORA1,34178,0.24577213412136462,0.0008667827351018786,0.0002129387701269374,26
Tabula Sapiens,broad_cell_class,ciliated epithelial cell,ciliated epithelial cell,ADORA1,2242,0.22301516503122212,0.0008682135376147926,0.0001935407801630223,27
Tabula Sapiens,broad_cell_class,stratified epithelial cell,stratified epithelial cell,ADORA1,12323,0.210987584192161,0.0008039225358515978,0.0001695495305005739,28
Tabula Sapiens,broad_cell_class,hepatocyte,hepatocyte,ADORA1,7414,0.18883193957377933,0.0007510223076678813,0.0001417637718033839,29
Tabula Sapiens,broad_cell_class,epithelial cell,epithelial cell,ADORA1,35641,0.15992817261019612,0.0008258103625848889,0.00013201583968594006,30
Tabula Sapiens,broad_cell_class,conjunctival epithelial cell,conjunctival epithelial cell,ADORA1,11087,0.1262740146117074,0.0007864089566282928,9.926399014831374e-05,31
Tabula Sapiens,broad_cell_class,innate lymphoid cell,innate lymphoid cell,ADORA1,15202,0.09209314563873174,0.0007590337772853673,6.987529269609267e-05,32
Tabula Sapiens,broad_cell_class,transitional epithelial cell,transitional epithelial cell,ADORA1,27241,0.07708968099555816,0.0003313378256279975,2.553849657806731e-05,33
Tabula Sapiens,broad_cell_class,t cell,t cell,ADORA1,208196,0.053795461968529655,0.00039332095184363425,2.1154722281246712e-05,34
Tabula Sapiens,broad_cell_class,lymphocyte of b lineage,lymphocyte of b lineage,ADORA1,141844,0.05780998843800231,0.0003349210601300001,1.935854100314819e-05,35
Tabula Sapiens,broad_cell_class,erythroid lineage cell,erythroid lineage cell,ADORA1,14613,0.03421610894409088,0.00028733641374856234,9.830121828072123e-06,36
Tabula Sapiens,broad_cell_class,t cell,t cell,ADORA2A,208196,0.586466598781917,0.005641045980155468,0.003298988899137158,1
Tabula Sapiens,broad_cell_class,lymphocyte of b lineage,lymphocyte of b lineage,ADORA2A,141844,0.6916048616790277,0.0035731475800275803,0.0024668017343918735,2
Tabula Sapiens,broad_cell_class,granulocyte,granulocyte,ADORA2A,78199,0.45396999961636336,0.004731045104563236,0.002142687954808942,3
Tabula Sapiens,broad_cell_class,dendritic cell,dendritic cell,ADORA2A,670,1.6417910447761193,0.0012113690609112382,0.0019876112536411513,4
Tabula Sapiens,broad_cell_class,hematopoietic cell,hematopoietic cell,ADORA2A,3016,0.7294429708222812,0.0012401617132127285,0.0009040667656909551,5
Tabula Sapiens,broad_cell_class,secretory cell,secretory cell,ADORA2A,756,0.6613756613756614,0.0008948009926825762,0.0005915349847402476,6
Tabula Sapiens,broad_cell_class,innate lymphoid cell,innate lymphoid cell,ADORA2A,15202,0.19734245494013947,0.0011577305849641562,0.0002283372447795044,7
Tabula Sapiens,broad_cell_class,hepatocyte,hepatocyte,ADORA2A,7414,0.21580793094146208,0.000968747481238097,0.0002089621900672764,8
